title,company,location,field,education_level,salary_min,salary_max,salary_currency,job_type,deadline,url,source,scraped_at
Hospital Administrator,World Bank Cambodia,Sihanoukville,Healthcare,Master,1100,2100,USD,Full-time,2026-05-20,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178067
Chief Medical Officer,Care International,Remote,Healthcare,PhD,2900,6300,USD,Full-time,2026-04-28,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178075
Corporate Lawyer,Smart Axiata,Phnom Penh,Legal,Master,1550,3700,USD,Contract,2026-06-17,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178084
Farm Manager,JICA Cambodia,Phnom Penh,Agriculture,Bachelor,700,1300,USD,Full-time,2026-06-07,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178092
Legal Assistant,Ernst & Young,Kampong Cham,Legal,Bachelor,400,850,USD,Full-time,2026-03-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178101
Forestry Officer,Anantara Angkor,Kandal,Agriculture,Bachelor,550,1100,USD,Part-time,2026-04-25,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178110
Mechanical Engineer,BookMeBus,Phnom Penh,Engineering,Bachelor,800,1550,USD,Part-time,2026-06-10,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178118
Academic Coordinator,IFC Cambodia,Phnom Penh,Education,Master,850,1450,USD,Full-time,2026-04-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178127
Academic Coordinator,Grab Cambodia,Battambang,Education,Master,800,1800,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178135
Structural Engineer,Swisscontact,Phnom Penh,Engineering,Master,1100,2450,USD,Full-time,2026-04-20,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178144
CAD Drafter,Prasac MFI,Phnom Penh,Engineering,College,300,950,USD,Part-time,2026-04-18,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178153
Paralegal,Canadia Bank,Siem Reap,Legal,Bachelor,650,1150,USD,Contract,2026-04-28,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178161
Compliance Manager,EZECOM,Phnom Penh,Legal,Master,1300,2800,USD,Full-time,2026-06-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178170
Forestry Officer,WHO Cambodia,Siem Reap,Agriculture,Bachelor,550,1350,USD,Contract,2026-03-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178178
Farm Manager,AMK Microfinance,Siem Reap,Agriculture,Bachelor,800,1200,USD,Part-time,2026-03-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178188
General Surgeon,Institute of Technology of Cambodia,Battambang,Healthcare,Master,1900,4200,USD,Part-time,2026-06-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178197
Restaurant Manager,WHO Cambodia,Phnom Penh,Hospitality,Bachelor,750,1450,USD,Part-time,2026-03-12,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178205
People & Culture Manager,Sabay Digital,Phnom Penh,HR / Admin,Master,1200,2600,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178214
Product Manager,Oxfam Cambodia,Kampong Cham,Marketing / Sales,Master,1100,2300,USD,Full-time,2026-05-20,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178222
Procurement Officer,Westview International School,Prey Veng,Manufacturing,Bachelor,750,1200,USD,Contract,2026-04-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178231
AML Compliance Officer,Chemonics,Kampong Cham,Finance / Banking,Master,900,1850,USD,Full-time,2026-04-25,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178239
Child Protection Officer,FedEx Cambodia,Phnom Penh,NGO / Development,Master,950,1900,USD,Contract,2026-05-04,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178248
Plant Manager,Care International,Phnom Penh,Manufacturing,Master,2050,4400,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178257
Admin Coordinator,Hyatt Regency,Siem Reap,HR / Admin,Bachelor,500,1150,USD,Contract,2026-06-02,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178265
Full Stack Developer,FPT Software,Remote,IT / Technology,Master,800,2100,USD,Full-time,2026-05-05,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178287
Soil Scientist,TPC MFI,Phnom Penh,Agriculture,Master,850,1750,USD,Part-time,2026-06-16,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178307
Project Manager,World Vision,Phnom Penh,NGO / Development,Master,950,2050,USD,Full-time,2026-03-04,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178316
Community Outreach Officer,ANZ Royal Bank,Kandal,NGO / Development,Bachelor,700,1250,USD,Part-time,2026-05-01,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178325
Executive Assistant,FedEx Cambodia,Battambang,HR / Admin,Bachelor,550,1150,USD,Full-time,2026-04-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178333
Revenue Manager,World Bank Cambodia,Phnom Penh,Hospitality,Bachelor,1000,1900,USD,Contract,2026-03-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178344
Curriculum Developer,Doctors Without Borders,Phnom Penh,Education,Master,800,1450,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178353
Farm Manager,Royal Phnom Penh Hospital,Phnom Penh,Agriculture,Bachelor,650,1450,USD,Full-time,2026-06-06,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178361
Finance and Admin Officer,Zando,Phnom Penh,NGO / Development,Bachelor,550,1000,USD,Contract,2026-06-11,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178372
Math Lecturer,BELTEI,Sihanoukville,Education,Bachelor,600,1050,USD,Full-time,2026-05-27,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178389
CTO,KPMG Cambodia,Kampong Cham,IT / Technology,Master,2450,5400,USD,Full-time,2026-04-18,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178405
STEM Teacher,Royal Phnom Penh Hospital,Siem Reap,Education,Bachelor,550,950,USD,Part-time,2026-04-07,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178419
HRIS Specialist,Build Bright University,Kampong Cham,HR / Admin,Bachelor,650,1450,USD,Part-time,2026-03-02,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178427
Trade Marketing Officer,Toyota Cambodia,Prey Veng,Marketing / Sales,Bachelor,600,1350,USD,Full-time,2026-03-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178435
Legal Officer,Manulife Cambodia,Phnom Penh,Legal,Bachelor,700,1550,USD,Full-time,2026-04-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178444
Finance Officer,Paragon International,Kampong Cham,Finance / Banking,Bachelor,500,1150,USD,Part-time,2026-04-17,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178457
Educational Consultant,Nham24,Battambang,Education,Master,950,2200,USD,Full-time,2026-06-26,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178466
Guest Relations Officer,Angkor Hospital,Battambang,Hospitality,Bachelor,550,1200,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178474
School Principal,LOLC Cambodia,Phnom Penh,Education,Master,1500,3300,USD,Contract,2026-03-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178483
Irrigation Engineer,Phillip Bank,Phnom Penh,Agriculture,Bachelor,600,1200,USD,Full-time,2026-05-12,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178495
Production Supervisor,Decathlon Cambodia,Siem Reap,Manufacturing,Bachelor,650,1250,USD,Part-time,2026-06-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178504
Maintenance Technician,Vision Fund,Siem Reap,Manufacturing,College,450,850,USD,Contract,2026-05-17,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178513
Production Supervisor,LOLC Cambodia,Takeo,Manufacturing,Bachelor,500,1250,USD,Contract,2026-05-12,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178524
Legal Assistant,TG International School,Battambang,Legal,Bachelor,550,950,USD,Full-time,2026-04-02,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178545
Food Security Analyst,Hattha Bank,Phnom Penh,Agriculture,Master,900,1650,USD,Full-time,2026-03-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178567
Production Planner,Baker McKenzie,Kandal,Manufacturing,Bachelor,700,1000,USD,Contract,2026-04-06,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178579
Tax Specialist,TG International School,Siem Reap,Finance / Banking,Bachelor,650,1450,USD,Full-time,2026-04-13,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178590
Network Engineer,ANZ Royal Bank,Kandal,IT / Technology,Bachelor,750,1500,USD,Full-time,2026-03-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178600
Food & Beverage Manager,DHL Cambodia,Kampong Cham,Hospitality,Bachelor,850,2000,USD,Contract,2026-03-11,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178608
Partnership Officer,USAID Cambodia,Phnom Penh,NGO / Development,Master,1050,2300,USD,Full-time,2026-03-22,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178616
Restaurant Manager,Sathapana Bank,Phnom Penh,Hospitality,Bachelor,750,1450,USD,Full-time,2026-05-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178625
Irrigation Engineer,RTI International,Kampot,Agriculture,Bachelor,600,1300,USD,Full-time,2026-03-27,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178641
Cloud Architect,BookMeBus,Phnom Penh,IT / Technology,Master,1600,3150,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178662
Dental Technician,PwC Cambodia,Kampong Cham,Healthcare,College,300,950,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178679
Irrigation Engineer,FPT Software,Sihanoukville,Agriculture,Bachelor,700,1200,USD,Full-time,2026-06-12,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178694
Grants Manager,Care International,Siem Reap,NGO / Development,Master,1200,2450,USD,Full-time,2026-06-21,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178703
Logistics Coordinator,Northbridge International School,Siem Reap,Manufacturing,Bachelor,650,1150,USD,Full-time,2026-05-07,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178711
General Surgeon,EZECOM,Phnom Penh,Healthcare,Master,1950,4150,USD,Contract,2026-04-10,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178720
Compliance Manager,Smart Axiata,Phnom Penh,Legal,Master,1200,2600,USD,Contract,2026-04-17,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178728
Nutrition Officer,Helen Keller Intl,Siem Reap,NGO / Development,Bachelor,900,1700,USD,Full-time,2026-03-23,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178739
Legal Assistant,ADB Cambodia,Phnom Penh,Legal,Bachelor,600,1200,USD,Full-time,2026-05-28,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178747
Contract Specialist,Zando,Phnom Penh,Legal,Bachelor,950,1900,USD,Part-time,2026-06-07,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178755
E-learning Developer,Deloitte Cambodia,Siem Reap,Education,Bachelor,550,1000,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178764
HR Officer,Chip Mong Group,Phnom Penh,HR / Admin,Bachelor,500,950,USD,Part-time,2026-05-04,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178772
CMO,Phnom Penh SEZ,Kandal,Marketing / Sales,Master,2400,5200,USD,Full-time,2026-05-13,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178781
QA/QC Engineer,MSI Surveys,Siem Reap,Engineering,Bachelor,500,1250,USD,Full-time,2026-03-06,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178790
Database Administrator,Build Bright University,Phnom Penh,IT / Technology,Bachelor,700,1400,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178799
General Surgeon,Vattanac Properties,Sihanoukville,Healthcare,Master,2000,4200,USD,Full-time,2026-05-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178807
Loan Officer,Prudential Cambodia,Takeo,Finance / Banking,Bachelor,400,950,USD,Part-time,2026-06-17,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178818
WASH Engineer,Zando,Kampong Cham,NGO / Development,Bachelor,950,1650,USD,Full-time,2026-05-17,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178827
Industrial Engineer,Sofitel Phnom Penh,Phnom Penh,Manufacturing,Bachelor,700,1700,USD,Full-time,2026-05-20,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178835
Hotel Manager,Metfone,Prey Veng,Hospitality,Master,1250,2600,USD,Full-time,2026-03-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178844
Public Health Officer,Tetra Tech,Phnom Penh,Healthcare,Master,1000,1750,USD,Part-time,2026-05-23,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178854
Country Director,Northbridge International School,Phnom Penh,NGO / Development,Master,3000,6200,USD,Full-time,2026-05-23,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178862
University Lecturer,ANZ Royal Bank,Phnom Penh,Education,Master,600,1300,USD,Part-time,2026-04-09,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178871
Logistics Officer,Angkor Hospital,Kandal,NGO / Development,College,650,1000,USD,Contract,2026-06-10,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178879
Academic Coordinator,Cambodian Red Cross,Battambang,Education,Master,800,1600,USD,Full-time,2026-04-13,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178888
Budget Analyst,FPT Software,Battambang,Finance / Banking,Bachelor,800,1550,USD,Part-time,2026-03-09,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.178896
School Principal,Vattanac Properties,Siem Reap,Education,Master,1600,3050,USD,Full-time,2026-03-13,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178905
Full Stack Developer,Landell Mills,Siem Reap,IT / Technology,Master,850,1750,USD,Full-time,2026-06-11,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178913
Hospital Administrator,Royal University of Phnom Penh,Phnom Penh,Healthcare,Master,1100,2100,USD,Full-time,2026-04-05,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178921
Production Planner,Konvergence,Battambang,Manufacturing,Bachelor,550,1150,USD,Full-time,2026-03-02,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178930
IT Trainer,Ernst & Young,Phnom Penh,Education,Bachelor,550,800,USD,Part-time,2026-04-02,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.178938
Logistics Officer,National Bank of Cambodia,Kampot,NGO / Development,College,550,900,USD,Contract,2026-03-25,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.178947
Medical Officer,BELTEI,Remote,Healthcare,Master,1150,2550,USD,Full-time,2026-05-16,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178959
Executive Chef,KPMG Cambodia,Kandal,Hospitality,Bachelor,950,2000,USD,Part-time,2026-05-08,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178968
Legal Officer,iDE Cambodia,Battambang,Legal,Bachelor,700,1650,USD,Full-time,2026-04-19,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178979
Structural Engineer,Northbridge International School,Takeo,Engineering,Master,1200,2450,USD,Full-time,2026-04-08,https://www.bongthom.com/jobs/,CamHR,2026-03-25T07:38:26.178988
Agronomist,ING Cambodia,Phnom Penh,Agriculture,Bachelor,500,1100,USD,Full-time,2026-06-23,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.178997
Web Developer,Habitat for Humanity,Kampot,IT / Technology,Bachelor,550,1200,USD,Full-time,2026-04-07,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.179009
Executive Assistant,Grab Cambodia,Prey Veng,HR / Admin,Bachelor,650,1000,USD,Part-time,2026-03-06,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.179017
Marketing Analyst,Park Hyatt Siem Reap,Remote,Marketing / Sales,Bachelor,800,1550,USD,Part-time,2026-06-10,https://www.bongthom.com/jobs/,KhmerOnlineJobs,2026-03-25T07:38:26.179026
Legal Officer,Smart Axiata,Sihanoukville,Legal,Bachelor,800,1450,USD,Contract,2026-03-09,https://www.bongthom.com/jobs/,Khmer24,2026-03-25T07:38:26.179034
Marketing Analyst,Footprints International School,Kampot,Marketing / Sales,Bachelor,800,1350,USD,Part-time,2026-03-01,https://www.bongthom.com/jobs/,Pelprek,2026-03-25T07:38:26.179043
UX/UI Designer,FPT Software,Phnom Penh,IT / Technology,Bachelor,500,1300,USD,Part-time,2026-06-13,https://www.bongthom.com/jobs/,BongThom,2026-03-25T07:38:26.179053
